"\\M[tactic_leader.png]Target Leader\\LINEAttack Leader or anyone blocking Leader.  +35% hit rate, -25% evasion until the start of next Player Phase.","\\M[tactic_leader.png]Anführer anvisieren\\LINEGreift den Anführer an, oder denjenigen, der ihn blockt. +35 % Trefferrate, -25 % Ausweichen bis zur nächsten Spielerphase."
"\\M[tactic_leader.png]Target Leader\\LINEAttack Leader or anyone blocking Leader.  +35% hit rate, -10% evasion until the start of next Player Phase.","\\M[tactic_leader.png]Anführer anvisieren\\LINEGreift den Anführer an, oder denjenigen, der ihn blockt. +35 % Trefferrate, -10 % Ausweichen bis zur nächsten Spielerphase."
\\M[tactic_normal.png]Balanced,\\M[tactic_normal.png]Ausgewogen
Buy,Kaufen
OR,ODER
Sell,Verkaufen
Info,Info
Owned,Im Besitz
Buying: ,Du kaufst: 
Selling: ,Du verkaufst: 
+2 Squad Capacity,+2 Truppkapazität
-25% Dark Resist,-25 % Schattenresistenz
"Leader gets extra turn, followers deal","Anführer: Bonusrunde, Untergebene:"
 , 
-25% damage,-25 % Schaden
+25% Damage dealt to larger Squads,+25 % verursachter SDN gg. größere Trupps
-25% Damage dealt to smaller Squads,-25 % verursachter SDN gg. kleinere Trupps
+5% Evasion,+5 % Ausweichen
+50% Damage to Dragons,+50 % verursachter SDN gegen Drachen
+15% Damage to Cavalry,+15 % verursachter SDN gegen Kavallerie
+10% Dark Resist,+10 % Schattenresistenz
-100% Magic,-100 % Magie
Squad can Ambush,Ermöglicht Hinterhalte
+25% Damage dealt to Boss Squads,+25 % verursachter SDN gegen Bosstrupps
Only applies to Human targets,Gilt nur für menschliche Ziele
+20% Healing Power in combat,+20 % Heilkraft im Kampf
+15% Hit Rate,+15 % Trefferrate
+5 Squad Capacity,+5 Truppkapazität
Archery attacks bypass wall and,Bogenangriffe umgehen die VER durch
woods defenses,Mauern und Wälder
Squad deals +20% damage when,Trupp verursacht +20 % SDN bei Angriffen
attacking from wall to non-wall,von einer Mauer auf andere Positionen
+10% Out of combat Healing Power,+10 % Heilkraft außerhalb des Kampfs
+25% Dark Resist,+25 % Schattenresistenz
+3 Squad Capacity,+3 Truppkapazität
-15% damage taken on defense,-15 % erlittener SDN in der Defensive
No movement penalty in Woods,Kein Bewegungsmalus im Wald
+3% Evasion,+3 % Ausweichen
-25% damage taken from Swords,-25 % erlittener SDN durch Schwerter
-35% Damage taken from Archery,-35 % erlittener SDN durch Bogenschützen
-35% Damage taken from Firearms,-35 % erlittener SDN durch Feuerwaffen
-10% Damage taken from Dragons,-10 % erlittener SDN durch Drachen
Gain STR for every point of MAG,Gewährt STÄ für jeden Punkt MAG
MAG is set to zero,Die MAG wird auf 0 gesetzt
-15% Damage taken from Firearms,-15 % erlittener SDN durch Feuerwaffen
-15% Damage taken from Archery,-15 % erlittener SDN durch Bogenschützen
Front row takes -25% damage,-25 % erlittener SDN für die vordere Reihe
Squad is locked at 'Fearful' Morale,Truppmoral bleibt bei „verunsichert“
Defeated enemies Surrender if able,Wenn möglich kapitulieren besiegte Gegner
+7% Evasion,+7 % Ausweichen
Immune to Magical Stun effect,Immun gegen magische Betäubung
Melee attackers can attack up walls,Nahkämpfer können Ziele auf Mauern angreifen
Squad is more likely to be attacked,Trupp wird öfter angegriffen
"+2 Move Points, but starts with","+2 Bewegungspunkte, aber niedrigere"
less Morale,anfängliche Moral
+4 Squad Capacity,+4 Truppkapazität
One free heal per battle,1 kostenlose Heilung pro Kampf
33% Chance to have a second turn,33 % Chance auf zweite Runde
5% Hit and Evasion for the entire,"5 % Armee-Trefferrate und -Ausweichen,"
Army while Squad is deployed,solange der Trupp im Einsatz ist
Gain double XP and CP from combat,Doppelter EP- und KP-Gewinn im Kampf
Gain HP from kills,Getötete Gegner gewähren LP
Take 10% HP damage per Phase,Verursacht 10 % LP-Schaden pro Phase
Double item drop rate from battles,Doppelte Gegenstandsbeute aus Kämpfen
Immune to Critical Hits,Immun gegen kritische Treffer
-1 Squad Movement,-1 Bewegung des Trupps
Always attack first when defending,Greift in der Defensive immer zuerst an
Does not work when being Ambushed,Funktioniert nicht bei Hinterhalten
Only works 3 times per phase,Funktioniert nur 3-mal pro Phase
Deal +25% damage on defense,+25 % verursachter SDN in der Defensive
Greatly reduce chance to be,Verringert Chance auf erlittene kritische
critically hit,Treffer stark
Inflict Chill on enemy Squad,Unterkühlt den Gegnertrupp
at start of battle,zu Kampfbeginn
Squad heals 10% each player phase,Trupp heilt sich in Spielerphasen um 10 %
Squad ignores enemy defense,Trupp ignoriert gegn. Verteidigungsboni
Squad takes no damage from,Trupp erleidet keinen Schaden
hazard tiles,durch Gefahrenfelder
-25% Fire Damage taken,-25 % erlittener Feuerschaden
Squad ignores Zones of Control,Trupp ignoriert kontrollierte Bereiche
+10% Evasion,+10 % Ausweichen
Lucky Trait to all units in Squad,Alle Einheiten im Trupp sind Glückspilze
Squad is now Flying movement,Trupp bewegt sich wie ein fliegender Trupp
Squad Threat is reduced to 0,Macht des Trupps wird auf 0 gesetzt
Squad can now move after actions,Trupp kann sich nach Aktionen bewegen
post-action move if already Cavalry,"Weitere Bewegung, falls bereits Kavallerie"
+50% HP of summoned Undead,+50 % LP beschworener Untoter
Squad is immune to Stealth Attacks,Trupp ist immun gegen Schleichangriffe
Gain SKL for every point of MAG,Gewährt FER für jeden Punkt MAG
Light Infantry costs -2 Capacity,Leichte Infanterie kostet -2 Kapazität
Cost:,Kosten:
Unlock this tech?,Technologie freischalten?
Obtain: ,Preis: 
Sell For: ,Preis: 
Set the main volume level,Legt die Gesamtlautstärke fest.
Set the music volume level,Legt die Lautstärke der Musik fest.
Set the volume level for sound effects,Legt die Lautstärke der Soundeffekte fest.
Set the volume for voice clips,Legt die Lautstärke der Stimmen fest.
Cursor moves quickly on the tactical map,Der Cursor bewegt sich auf der Karte schneller.
Show text all at once,Texte werden sofort komplett angezeigt.
Enable Tutorials,Aktiviert die Tutorials.
Allow mouse navigation,Ermöglicht die Navigation mithilfe der Maus.
Highlight target tile for mouse navigation,Markiere dazu das Zielfeld.
Toggle Fullscreen,Aktiviert oder deaktiviert den Vollbildmodus.
Change the difficult level of enemies\NEWLINEThis will affect all enemy stats,Ändert die Schwierigkeit der Gegner.\NEWLINEDies wirkt sich auf alle ihre Werte aus.
Leave the current chapter\NEWLINEProgress will be reset,Verlässt das aktuelle Kapitel.\NEWLINEDein Fortschritt wird zurückgesetzt.
Leave the current chapter\NEWLINEEnemies will respawn,Verlässt das aktuelle Kapitel.\NEWLINEGegner respawnen.
Exit the game\NEWLINEUnsaved progress will be lost,Verlässt das Spiel.\NEWLINENicht gespeicherter Fortschritt geht verloren.
Restore settings to default,Setzt alle Optionen auf Standard zurück.
Set the battle speed,"Legt das Tempo fest, mit dem Kämpfe sich abspielen."
Toggle viewing battle scene,"Legt fest, ob Kämpfe angezeigt werden."
Non-story characters incapacitated after a mission are lost forever.\NEWLINETheir resources will be refunded.,"Nebencharaktere, die Missionen nicht überleben, gehen verloren.\NEWLINEVerwendete Ressourcen werden erstattet."
"Enables passive XP, CP, and LDR growth for units that are far behind.\NEWLINEApplies to deployed squads for story missions, all units for Arena.","Gewährt abgehängten Einheiten passive EP-, KP- und FÜH-Gewinne.\NEWLINEGilt bei Missionen der Handlung für ausgerückte Trupps, in der Arena für alle."
Select from preset window size options,Wähle aus Voreinstellungen für die Fenstergröße.
Allows the game client to be resized by using mouse.\NEWLINERequires Restart.,"Ermöglicht, die Größe des Spielclients mit der Maus zu verändern.\NEWLINEErfordert einen Neustart."
Precisely scales pixels at integer multiples.\NEWLINERequires Restart.,Skaliert Pixel präzise um eine ganze Zahl als Faktor.\NEWLINEErfordert einen Neustart.
"If Integer Scaling is enabled, upscales from the closest integer multiple.\NEWLINERequires Restart",Skaliert bei aktiviertem Integer-Scaling auf das nächste Vielfache der ganzen Zahl.\NEWLINEErfordert einen Neustart.
Uses linear interpolation to upscale in-game images where possible.\NEWLINE(Recommended: Enabled) Requires Restart,"Verwendet lineare Interpolation, um Grafiken wenn möglich hochzuskalieren.\NEWLINE(Empfehlung: Aktivieren.) Erfordert einen Neustart."
Workaround for graphics drivers that don't sync texture access.\NEWLINEUse if letters fail to print sometimes.,"Behelf bei Grafiktreibern, die den Zugriff auf Texturen nicht synchronisieren.\NEWLINEVerwenden, falls Buchstaben manchmal nicht angezeigt werden."
"Enables framebuffer blittling if the driver is capable of it.\NEWLINEImages may render slightly faster, but incompatible with certain graphics cards. (Default: Disabled)","Ermöglicht Framebuffer-Blitting, wenn der Treiber es unterstützt.\NEWLINEGrafiken werden eventuell etwas schneller gerendert. Nicht kompatibel mit bestimmten Grafikkarten. (Standard: Deaktiviert.)"
LEVEL UP!,LEVEL+!
Class Mastery Up!,Klassenmeisterung+!
Surrender!,Kapitulation!
Retreat!,Rückzug!
PROMOTE!,BEFÖRDERT!
GOLDEN!,GOLD!
Trait Learned!,Eigenschaft erlernt!
MaxHp up!,Max. LP+!
Faction,Fraktions-
Rank up!,Rang+!
Loyalty up!,Treue+!
Got Proof,Verdienstnachweis
of Merit!,erhalten!
NO,KAPITULATION
SURRENDER,VERWEIGERT
Exchange,Warenbörse
Unlocked!,Freigeschaltet!
"All squads on all teams within 3 tiles,",Alle Trupps innerhalb von 3 Feldern
take 15% more damage,erleiden 15 % mehr Schaden
UPGRADES TO:,AUFWERTUNG ZU:
Starring...,Mit …
Original Soundtrack by:,Original-Soundtrack von:
Voices by:,Stimmen:
Additional Art by:,Zusätzliche Grafik von:
Additional Contributions,Zusätzliche Beiträge
Special Thanks,Besonderer Dank
I mean this from the bottom of my heart.,Die folgenden Worte liegen mir am Herzen.
Thank you for playing.,Vielen Dank fürs Spielen.
"If you are reading this, you have impacted our","Wenn du das liest, hast du für uns wirklich"
lives in a very special way. I hope you'll,"einen bedeutenden Unterschied gemacht. Ich hoffe, dass du"
continue with our journey to bring our,auf deinem Weg weiterhin
dreams to life.,unsere Träume wahr werden lässt.
In loving memory,In Gedenken an
Moves 6 tiles base,Bewegt sich um 6 Felder (Grundwert)
"Archetypes: Heavy Infantry, Archery, Firearms","Typische Beispiele: Schwere Infanterie, Bogenschützen, Feuerwaffen"
Moves 5 tiles base,Bewegt sich um 5 Felder (Grundwert)
"Archetypes: Support, Magicians","Typische Beispiele: Unterstützungseinheiten, Zauberwirker"
Movement Bonus Indoors,Bewegungsbonus drinnen
Unimpeded by rough terrain,Kein Malus auf unwegsamem Gelände
Archetypes: Light Infantry,Typische Beispiele: Leichte Infanterie
Moves 7 tiles base,Bewegt sich um 7 Felder (Grundwert)
Movement Bonus in Open Terrain,Bewegungsbonus auf offenem Gelände
Can Initiate Charge Attacks/Ambush,Kann Sturmangriffe/Hinterhalte ausführen
Archetypes: Light Cavalry,Typische Beispiele: Leichte Kavallerie
Can Initiate Charge Attacks,Kann Sturmangriffe ausführen
Archetypes: Heavy Cavalry,Typische Beispiele: Schwere Kavallerie
Unimpeded by all terrain,Kein Malus auf jeglichem Gelände
Immune to Hazard Damage,Immun gegen Gefahrenschaden
Archetypes: Dragon Riders,Typische Beispiele: Drachenreiter
OBJECTIVE CAPTURED!,ZIEL EROBERT!
Player Phase,Spielerphase
Enemy Phase,Gegnerphase
Ally Phase,Verbündetenphase
Empire of Veridia,Kaiserreich Veridia
Donari Temple,Donari-Tempel
Followers of Zanatus,Anhänger Zanatus’
Diana's Rebellion,Dianas Rebellion
Nephilim Army,Armee der Nephilim
Duchy of Isanter,Herzogtum Isanter
Lysander,Lysander
Antares Rebellion,Antares’ Rebellion
Tidereaver Pirates,Piraten der Gezeitenräuber
Duchy of Rimorgue,Herzogtum Rimorgue
Empire of Archaelus,Kaiserreich Archaelus
Kingdom of Sayunaa,Königreich Sayunaa
"Basic Light Infantry. Can Ambush, and gets a significant SKL bonus while fighting in Rough terrain.",Einfache leichte Infanterieeinheit. Kann aus dem Hinterhalt angreifen und erhält auf unwegsamem Gelände einen deutlichen FER-Bonus.
Acolyte,Akolythin
Challenge this arena?,In dieser Arena kämpfen
"bonus from Walls, Forts, and Bases","aus Mauern, Festungen und Basen."
Dark Knight,Dunkler Ritter
General,General
Azure King,Azurkönig
Lord,Generalmajor
Archmage,Erzmagierin
Mirage,Trugbild
Lead Design,Lead Design
Lead Engineer,Lead Engineer
Lead Artists,Lead Artists
Antares arrives at Armitage,Antares trifft in Armitage ein
Antares is defeated in battle,Antares wird im Kampf besiegt
Survive for 20 turns,Überlebe 20 Runden lang
OR Seize Ezrum,ODER erobere Ezrum
Antares is defeated in battle OR,Antares wird im Kampf besiegt ODER
Fort Eureeka is seized by the enemy OR,Fort Eureeka wird vom Feind erobert ODER
Stormrook is seized by the enemy,Sturmbroch wird vom Feind erobert
Raskuja reaches the Treasure Vault,Raskuja erreicht die Schatzkammer
Raskuja is defeated in battle,Raskuja wird im Kampf besiegt
Defeat all enemies,Besiege alle Gegner
Jaromir is defeated in battle,Jaromir wird im Kampf besiegt
Destroy all invading undead,Vernichte alle einfallenden Untoten
Jaromir is defeated in battle OR,Jaromir wird im Kampf besiegt ODER
Enemy seizes Embor Palace,Der Feind erobert den Palast von Embor
Beatrix reaches the Helios Master Archive,Beatrix erreicht das Helios-Meisterarchiv
Beatrix is defeated in battle,Beatrix wird im Kampf besiegt
Razehl escapes prison,Razehl entkommt aus dem Gefängnis
Razehl is defeated in battle,Razehl wird im Kampf besiegt
Rescue all 3 Dragon Eggs,Rette alle 3 Dracheneier
\\N[8] is defeated in battle OR,\\N[8] wird im Kampf besiegt ODER
Enemy seizes Fort Sairaa,Der Feind erobert Fort Sairaa
Increases lowest stat growth rate by %50,Erhöht die Zunahme des niedrigsten Werts um 50 %.
Maverick,Eigenbrötler
Wide Guard,Schutzwehr
Cover and Block extend an extra half tile in each direction,Deckung und Blocken vergrößern sich um ein halbes Feld in jede Richtung.
Pacifist,Pazifist
Unit both takes and deals -25% damage,Einheit verursacht und erleidet -25 % SDN.
Barricade,Barrikade
Other Units in same row have increased defense power,Andere Einheiten in derselben Reihe haben erhöhte Verteidigungskraft.
Rally,Sammeln
Other Units in same row have increased attack power,Andere Einheiten in derselben Reihe haben erhöhte Angriffskraft.
Liberator,Befreier
Gain an extra turn after Seize Objective,Erhalte nach dem Erobern eines Objekts eine weitere Runde.
Benevolent,Gütig
#NAME?,+50 % FÜH-Zuwachs aus Kapitulationen
Switches to classic style portraits.,Wechselt zu Porträts im klassischen Stil.
Uses a bitmap font for better readability on high res screens.,Verwendet eine Bitmap-Schriftart für verbesserte Lesbarkeit auf hochauflösenden Bildschirmen.
Arbalest,Arbaleste
Archery class that fires 3x slightly weaker bolts and resists enemy ranged attacks.,"Bogenschützenklasse, die 3 etwas schwächere Bolzen verschießt und Fernangriffen widersteht."
War Cat,Kriegskatze
Light Infantry Large Beast that attacks in a wide arc. Increased Critical chance during Night.,"Großes Tier der leichten Infanterie, das in hohem Bogen angreift. Erhöhte Chance auf kritische Treffer bei Nacht."
Behemoth,Behemoth
Upgrade to War Cat that gains the ability to bypass blocking when attacking from high ground to lower ground.,"Aufwertung der Kriegskatze. Kann Blocken umgehen, wenn er aus erhöhter Position nach unten angreift."
Necromancer,Nekromant
Magician that steals life to heal themselves and allies. Summons Risen. Greatly increases Unlife Essence accumulation.,"Zauberwirker, der Leben raubt, um sich und Verbündete zu heilen. Beordert Erweckte herbei. Erhöht das Ansammeln von Essenz des Jenseits erheblich."
Oracle,Orakel
Support class that casts a shield on all allies at the start of battle.,"Unterstützungsklasse, die zu Beginn des Kampfs allen Verbündeten ein Schild gewährt."
Field Cannon,Feldkanone
Firearms. Can only attack on offense. Attacks from up to 3 tiles away. Cavalry movement type.,"Feuerwaffe, die nur in der Offensive angreifen kann. Greift aus 3 Feldern Entfernung an. Bewegung wie Kavallerie."
Dark Mage,Schattenmagier
Magician class that attacks in a large area. Has a chance to supress healing to targeted enemies.,"Zauberwirkerklasse, die in einem großen Bereich angreift. Hat eine Chance, bei getroffenen Zielen Heilung zu verhindern."
Queen of Dragons,Drachenkönigin
"Fusion of Abigayle and Azuros. Flying unit. Can heal allies, and use a powerful breath attack.",Fusion von Abigayle und Azuros. Fliegende Einheit. Kann Verbündete heilen und setzt beim Angriff ihren mächtigen Atem ein.
Switches to classic style portraits.,Wechselt zu Porträts im klassischen Stil.
Uses a bitmap font for better readability on high res screens.,Verwendet eine Bitmap-Schriftart für verbesserte Lesbarkeit auf hochauflösenden Bildschirmen.
Attacks ignore 20% of Armor,Angriffe ignorieren 20 % der Rustung
Complete Main Story Chapter 4 to unlock!,Zum Freischalten Hauptstory Kapitel 4 abschließen!
Complete Main Story Chapter 11 and Legends Chapter 1A to unlock!,Zum Freischalten Hauptstory Kapitel 11 und Legenden Kapitel 1A abschließen!
Complete Main Story Chapter 8 to unlock!,Zum Freischalten Hauptstory Kapitel 8 abschließen!
Complete Main Story Chapter 9 to unlock!,Zum Freischalten Hauptstory Kapitel 9 abschließen!
Complete Main Story Chapter 18 and Legends Chapter 3A to unlock!,Zum Freischalten Hauptstory Kapitel 18 und Legenden Kapitel 3A abschließen!
Complete Main Story Chapter 11 to unlock!,Zum Freischalten Hauptstory Kapitel 11 abschließen!
Complete Main Story Chapter 6 to unlock!,Zum Freischalten Hauptstory Kapitel 6 abschließen!
Complete Main Story Chapter 23 and Gaiden 20-B to unlock!,Zum Freischalten Hauptstory Kapitel 23 und Gaiden Kapitel 1A abschließen!
Strider,Strider
Infiltrator,Infiltrator
Scion of Donar,Anhänger Donars
Cleric,Kleriker
Savior,Erlöser
Avatar of Donar,Inkarnation Donars
Hero's Heavy Infantry class.,Schwere Infanterie-Klasse des Helden.
Hero's Light Stealth class.,Leichte Schleich-Klasse des Helden.
Hero's Healer class.,Heiler-Klasse des Helden.
Turns Taken,Benötigte Runden
Kills,Getötete Gegner
Surrenders,Kapitulationen
Defeats,Niederlagen
Warfarer's Boots,Kriegstreiber-Stiefel
Shuffle becomes a free action,Platz tauschen wird zur Zusatzaktion.
Duelist's Contract,Vertrag des Duellanten
All units on both teams get +1 attack at 1 range,Alle Einheiten beider Teams erhalten +1 Angriff und Reichweite.
Do-It-Yourself Bandage,Verband zum Selbstanlegen
Map heals are a free action,Heilen auf der Karte wird zur Zusatzaktion.
Emperor's Missive,Schrieb des Kaisers
Tier 1 Units take 50% damage,Einheiten der Stufe 1 erleiden 50 % mehr Schaden.
Donari Charm,Donari-Amulett
2 additional Map Heal charges,2 zusätzliche Heilungen auf der Karte.
Commoner's Goblet,Kelch des Bürgers
Non-story squad leaders only,Nur für gewöhnliche Truppanführer.
Can only be equipped on Squads not led by story characters,Nur von Trupps mit nicht handlungsrevelanten Anführern ausrüstbar.
Tailored Great Helm,Passgenauer Topfhelm
2 additional Armor per unit archetype in Squad,Zwei Rüstung zusätzlich pro Einheiten-Archetyp in Trupp.
Thorny Charm,Dorniges Amulett
Every Unit in Squad will resist 1 status effect per combat,Jede Einheit im Trupp widersteht pro Kampf 1 Statuseffekt.
Raid Captain,Plünderer-Hauptmann
-2 Capacity cost for Light Melee classes,-2 Kapazitätskosten für leichte Nahkampfklassen
"Magician class that attacks in a large area. Lowers effectiveness of heals, Mage and Dragon attacks.","Zauberwirkerklasse, die große Gebiete angreift. Verringert die Wirksamkeit von Heilungen, Magier- und Drachenangriffen."
Bow Specialist,Bogenspezialist
Increased damage to support/mages at range,Erhöhter Schaden für Unterstützer/Magier auf Distanz
Armor Specialist,Rüstungsspezialist
Reduces all incoming damage to the squad while on defense,Verringert den gesamten eintreffenden Schaden des Trupps in der Verteidigung
Spear Specialist,Speer-Spezialist
Enitre squad takes less damage and deals more damage to cavalry units,Der gegnerische Trupp erleidet weniger Schaden und verursacht mehr Schaden an Kavallerieeinheiten
Anti-Magic Specialist,Anti-Magie-Spezialist
Healer Specialist,Heiler-Spezialist
Squad recovers some HP at the beginning of player phase.,Der Trupp erhält zu Beginn der Spielerphase einige LP zurück.
Assassin Specialist,Assassinen-Spezialist
Squad gains increased Critical Hit chance while on offense,Der Trupp erhält in der Offensive eine erhöhte Chance auf kritische Treffer.
Bombardment Specialist,Bombardierungs-Spezialist
Squad's long range attacks are much less random,Die Langstreckenangriffe des Trupps sind viel weniger zufällig
Raid Specialist,Plünderer-Spezialist
Entire squad gains a large boost to SKL while attacking from rough terrain,"Der gesamte Trupp erhält einen großen FER-Boost, wenn er aus unwegsamem Gelände angreift."
Rush Specialist,Sturm-Spezialist
Entire squad gains a bonus to SKL based on how far they moved this turn,"Der gesamte Trupp erhält einen FER-Bonus, je nachdem, wie weit er sich in dieser Runde bewegt hat."
Charge Specialist,Sturmspezialist
Entire squad gains a damage bonus if the squad is charging,"Der gesamte Trupp erhält einen Schadensbonus, wenn der Trupp stürmt."
Save Clear Data?,Durchspieldaten speichern?
Reduces Magic damage taken,Verringert den erlittenen Magieschaden
Heavy Polearm Risen minion.,Schwerer Erweckter Stangenwaffen-Lakai.
Heavy Infantry Risen minion.,Schwerer Erweckter Infanterie-Lakai.
Skirmisher style Risen minion.,Erweckter Scharmützler-Lakai.
Archery Risen minion.,Erweckter Bogenschützen-Lakai.
Champion style Risen minion.,Erweckter Recken-Lakai.
"Abigayle's ultimate form. Flying unit. Can heal allies, and use a powerful breath attack.",Abigayles ultimative Form. Fliegende Einheit. Kann Verbündete heilen und einen mächtigen Atemangriff einsetzen.
Allows and increases acquisition of Unlife,Ermöglicht und erhöht die Ansammlung der Essenz des Jenseits.
Jaromir - Ragavi: Donar's Mercy,Jaromir – Ragavi: Donars Erbarmen
Jaromir - Ragavi: Death before regret,Jaromir – Ragavi: Tod vor Reue
Abigayle - Diana: Lost to time,Abigayle – Diana: Verloren in der Zeit
"25 years in the past, the War of Veridian Succession is at its climax. Captain Antares takes point in a critical moment.","25 Jahre in der Vergangenheit, der veridianische Thronfolgekrieg befindet sich auf seinem Höhepunkt. Hauptmann Antares übernimmt in einem kritischen Moment das Kommando."
"Florina's claim has been announced, causing a backlash. Captain Antares will again be called upon to bring peace and order to Veridia.","Florinas Anspruch wurde bekannt gegeben, was eine Gegenreaktion ausgelöst hat. Hauptmann Antares wird erneut gefordert sein, um Frieden und Ordnung in Veridia zu schaffen."
Explore Raskuja's mercenary origins as part of a squad of ship-raiders.,Erforsche die Ursprünge Raskujas Söldnerdasein als Teil eines Trupps von Schiffsräubern.
The eastern extremes of Embor define the outer edge of the Empire of Veridia. Duke Jaromir finds himself in a position to be Veridia's Bulwark against a terrifying new foe.,"Die östlichen Ausläufer von Embor bilden den äußeren Rand des Kaiserreichs von Veridia. Herzog Jaromir findet sich in einer Position wieder, in der er Veridias Bollwerk gegen einen furchterregenden neuen Feind sein kann."
Duke Jaromir returns home to find that his battle with the undead menace is far from over.,"Herzog Jaromir kehrt nach Hause zurück und muss feststellen, dass sein Kampf gegen die untote Bedrohung noch lange nicht vorbei ist."
"Explore the origins of the powerful mage, Beatrix, as she infiltrates a secret facility operated by the Cult of Zanatus.","Erforsche die Herkunft der mächtigen Magierin Beatrix, während sie eine geheime Einrichtung des Zanatus-Kultes infiltriert."
One does not simply become a master assassin for no reason. A Sayunaari prison complex holds the secrets to one man's destiny.,Man wird nicht einfach so ohne Grund zu einem meisterhaften Assassinen. Ein Gefängniskomplex der Sayunaarer birgt die Geheimnisse des Schicksals eines Mannes.
Azuros has warned of a dire situation in the deserts of Sayunaa. The Nephilim Army hears the call to find a powerful Imperial army waiting.,Azuros hat vor einer schrecklichen Situation in den Wüsten von Sayunaa gewarnt. Die Armee der Nephilim hört den Ruf und findet eine mächtige kaiserliche Armee vor.
Damage bonus against Heavy Units.,Schadensbonus gegen schwere Einheiten.
Anti-Armor Specialist,Anti-Rüstungsspezialist
The New Game+ feature requires a clear save.\nPlease beat the final boss once to create a clear save!,Die Funktion Neues Spiel+ erfordert einen Durchspiel-Speicherstand. Besiege den Boss einmal
