Precisely scales pixels at integer multiples.\NEWLINERequires Restart.,Escala os pixels com precisão em múltiplos inteiros.\NEWLINENecessário reiniciar.
"If Integer Scaling is enabled, upscales from the closest integer multiple.\NEWLINERequires Restart","Se a escala de números inteiros estiver ativada, será aumentado a partir do múltiplo inteiro mais próximo.\NEWLINENecessário reiniciar."
Uses linear interpolation to upscale in-game images where possible.\NEWLINE(Recommended: Enabled) Requires Restart,Usa interpolação linear para aumentar as imagens do jogo quando possível.\NEWLINE(Recomendado: Ativado) Necessário reiniciar
Workaround for graphics drivers that don't sync texture access.\NEWLINEUse if letters fail to print sometimes.,Alternativa para drivers gráficos que não sincronizam o acesso a texturas.\NEWLINEUse se as letras não apareceram sempre.
"Enables framebuffer blittling if the driver is capable of it.\NEWLINEImages may render slightly faster, but incompatible with certain graphics cards. (Default: Disabled)","Ativa o buffer de quadros caso o driver permita.\NEWLINEAs imagens podem renderizar levemente mais rápidas, mas incompatíveis com certas placas gráficas. (Padrão: Desativado)"
LEVEL UP!,SUBIU DE NÍVEL!
Class Mastery Up!,Aumentou a maestria de classe!
Surrender!,Rendam-se!
Retreat!,Recuar!
PROMOTE!,PROMOVER!
GOLDEN!,OURO!
Trait Learned!,Característica aprendida!
MaxHp up!,Aumentou o PV Máx.!
Faction,Facção
Rank up!,Subiu de ranque!
Loyalty up!,Aumentou a lealdade!
Got Proof,Obteve Prova
of Merit!,de Mérito!
NO,NÃO
SURRENDER,RENDER
Exchange,Trocar
Unlocked!,Desbloqueado!
"All squads on all teams within 3 tiles,","Todos os esquadrões em todos os times em até 3 espaços,"
take 15% more damage,recebem 15% a mais de dano
UPGRADES TO:,MELHORIAS PARA:
Starring...,Estrelando...
Original Soundtrack by:,Trilha sonora original:
Voices by:,Vozes:
Additional Art by:,Arte adicional:
Additional Contributions,Outras contribuições
Special Thanks,Agradecimentos especiais
I mean this from the bottom of my heart.,Do fundo do meu coração.
Thank you for playing.,Obrigado por jogar.
"If you are reading this, you have impacted our","Se estiver lendo isto, você impactou nossas"
lives in a very special way. I hope you'll,vidas de um jeito muito especial. Espero que você
continue with our journey to bring our,continue em nossa jornada para trazer
dreams to life.,nossos sonhos à vida.
In loving memory,Em memória afetuosa
Moves 6 tiles base,Move 6 espaços básicos
"Archetypes: Heavy Infantry, Archery, Firearms","Arquétipos: Infantaria pesada, Arquearia, Armas de fogo"
Moves 5 tiles base,Move 5 espaços básicos
"Archetypes: Support, Magicians","Arquétipos: Apoio, Feiticeiros"
Movement Bonus Indoors,Bônus de movimento em ambientes fechados
Unimpeded by rough terrain,Desimpedimento em terreno irregular
Archetypes: Light Infantry,Arquétipos: Infantaria leve
Moves 7 tiles base,Move 7 espaços básicos
Movement Bonus in Open Terrain,Bônus de movimento em terreno aberto
Can Initiate Charge Attacks/Ambush,Pode iniciar Ataques de carga/Emboscada
Archetypes: Light Cavalry,Arquétipos: Cavalaria leve
Can Initiate Charge Attacks,Pode iniciar Ataques de carga
Archetypes: Heavy Cavalry,Arquétipos: Cavalaria pesada
Unimpeded by all terrain,Desimpedimento em qualquer terreno
Immune to Hazard Damage,Imune a danos de risco ambiente
Archetypes: Dragon Riders,Arquétipos: Cavaleiros de dragão
Affinity: Earth,Afinidade: Terra
OBJECTIVE CAPTURED!,OBJETIVO CAPTURADO!
Player Phase,Fase de quem joga
Enemy Phase,Fase do inimigo
Ally Phase,Fase do aliado
Empire of Veridia,Império de Veridia
Donari Temple,Templo Donari
Followers of Zanatus,Os Seguidores de Zanatus
Diana's Rebellion,Rebelião de Diana
Nephilim Army,Exército Nephilim
Duchy of Isanter,Ducado de Isanter
Lysander,Lysander
Antares Rebellion,Rebelião de Antares
Tidereaver Pirates,Piratas Saquemares
Duchy of Rimorgue,Ducado de Rimorgue
Empire of Archaelus,Império de Archaelus
Kingdom of Sayunaa,Reino de Sayunaa
"Basic Light Infantry. Can Ambush, and gets a significant SKL bonus while fighting in Rough terrain.",Infantaria leve básica. Pode emboscar e recebe um bônus significativo de HAB ao lutar em terrenos acidentados.
Acolyte,Acolita
Challenge this arena?,Desafiar esta arena?
"bonus from Walls, Forts, and Bases","bônus de Muralhas, Fortes e Bases"
Dark Knight,Cavaleiro sombrio
General,General
Azure King,Rei Azure
Lord,Lorde
Archmage,Arquimago
Mirage,Miragem
Lead Design,Chefe de design
Lead Engineer,Chefe de engenharia
Lead Artists,Artistas principais
Antares arrives at Armitage,Antares chega a Armitage
Antares is defeated in battle,Antares é derrotado em batalha
Survive for 20 turns,Sobreviva por 20 turnos
OR Seize Ezrum,OU tome Ezrum
Antares is defeated in battle OR,Antares é derrotado em batalha OU
Fort Eureeka is seized by the enemy OR,O Forte Eureka é tomado pelo inimigo OU
Stormrook is seized by the enemy,Torre-tempesta é tomada pelo inimigo
Raskuja reaches the Treasure Vault,Raskuja chega ao Cofre do tesouro
Raskuja is defeated in battle,Raskuja é derrotado em batalha
Defeat all enemies,Derrote todos os inimigos
Jaromir is defeated in battle,Derrotam Jaromir em batalha
Destroy all invading undead,Destrua todos os mortos-vivos invadindo
Jaromir is defeated in battle OR,Jaromir é derrotado em batalha OU
Enemy seizes Embor Palace,O inimigo toma o Palácio de Embor
Beatrix reaches the Helios Master Archive,Beatrix chega ao Arquivo principal de Helios
Beatrix is defeated in battle,Beatrix é derrotada em batalha
Razehl escapes prison,Razehl foge da prisão
Razehl is defeated in battle,Derrotam Razehl em batalha
Rescue all 3 Dragon Eggs,Resgate todos os 3 ovos de dragão
\\N[8] is defeated in battle OR,Derrotam \\N[8] em batalha OU
Enemy seizes Fort Sairaa,O inimigo toma o Forte Sairaa
Increases lowest stat growth rate by %50,Aumenta a taxa de crescimento da estatística mais baixa em 50%
Maverick,Maverick
Wide Guard,Guarda ampla
Cover and Block extend an extra half tile in each direction,Cobertura e bloqueio estendem meio espaço a mais em cada direção
Pacifist,Pacifista
Unit both takes and deals -25% damage,Unidade recebe e causa -25% de dano
Barricade,Barricada
Other Units in same row have increased defense power,Outras unidades na mesma fileira têm o poder de defesa aumentado
Rally,Mobilização
Other Units in same row have increased attack power,Outras unidades na mesma fileira têm o poder de ataque aumentado
Liberator,Libertador
Gain an extra turn after Seize Objective,Ganhe um turno extra após tomar o objetivo
Benevolent,Benevolente
+%50 LDR growth from Surrenders,+%50 de crescimento de LID de rendições
Switches to classic style portraits.,Troca para retratos de estilo clássico.
Uses a bitmap font for better readability on high res screens.,Fonte bitmap para melhorar leitura em telas de alta resolução.
Arbalest,Besta
Archery class that fires 3x slightly weaker bolts and resists enemy ranged attacks.,Classe de arqueria que dispara 3x flechas levemente mais fracas e resiste a ataques inimigos a distância.
War Cat,Gato de guerra
Light Infantry Large Beast that attacks in a wide arc. Increased Critical chance during Night.,Grande besta de infantaria leve que ataca em um arco amplo. Chance de crítico aumentado durante a noite.
Behemoth,Beemote
Upgrade to War Cat that gains the ability to bypass blocking when attacking from high ground to lower ground.,Melhoria para o Gato de guerra que ganha a capacidade de evitar bloqueios ao atacar terrenos baixos a partir de terrenos altos.
Necromancer,Necromante
Magician that steals life to heal themselves and allies. Summons Risen. Greatly increases Unlife Essence accumulation.,Feiticeiro que rouba a vida para se curar e curar aliados. Evoca ressuscitados. Aumenta consideravelmente o acúmulo de Essência de inexistência.
Oracle,Oráculo
Support class that casts a shield on all allies at the start of battle.,Classe de apoio que conjura um escudo em todos os aliados no início da batalha.
Field Cannon,Canhão de campo
Firearms. Can only attack on offense. Attacks from up to 3 tiles away. Cavalry movement type.,Armas de fogo. Pode atacar somente na ofensiva. Ataques de até 3 espaços de distância. Tipo de movimento de Cavalaria.
Dark Mage,Mago sombrio
Magician class that attacks in a large area. Has a chance to supress healing to targeted enemies.,Classe de feiticeiro que ataca em uma grande área. Tem a chance de suprimir cura em alvos inimigos.
Queen of Dragons,Rainha dos Dragões
"Fusion of Abigayle and Azuros. Flying unit. Can heal allies, and use a powerful breath attack.",Fusão de Abigayle e Azuros. Unidade voadora. Pode curar aliados e usar um poderoso ataque de sopro.
Switches to classic style portraits.,Troca para retratos de estilo clássico.
Uses a bitmap font for better readability on high res screens.,Fonte bitmap para melhorar leitura em telas de alta resolução.
Attacks ignore 20% of Armor,Ataques ignoram 20% da Armadura
Complete Main Story Chapter 4 to unlock!,Complete o capítulo 4 da história principal para desbloquear!
Complete Main Story Chapter 11 and Legends Chapter 1A to unlock!,Complete o capítulo 11 da história principal e o capítulo 1A de Lendas para desbloquear!
Complete Main Story Chapter 8 to unlock!,Complete o capítulo 8 da história principal para desbloquear!
Complete Main Story Chapter 9 to unlock!,Complete o capítulo 9 da história principal para desbloquear!
Complete Main Story Chapter 18 and Legends Chapter 3A to unlock!,Complete o capítulo 18 da história principal e o capítulo 3A de Lendas para desbloquear!
Complete Main Story Chapter 11 to unlock!,Complete o capítulo 11 da história principal para desbloquear!
Complete Main Story Chapter 6 to unlock!,Complete o capítulo 6 da história principal para desbloquear!
Complete Main Story Chapter 23 and Gaiden 20-B to unlock!,Complete o capítulo 23 da história principal e 20-B de Gaiden para desbloquear!
Strider,Andarilho
Infiltrator,Infiltrador
Scion of Donar,Herdeiro de Donar
Cleric,Clérigo
Savior,Salvador
Avatar of Donar,Avatar de Donar
Hero's Heavy Infantry class.,Classe de infantaria pesada de Herói.
Hero's Light Stealth class.,Classe de furtividade leve de Herói.
Hero's Healer class.,Classe de curandeiro de Herói.
Turns Taken,Turnos usados
Kills,Mortes
Surrenders,Rendições
Defeats,Derrotas
Warfarer's Boots,Botas do desbravador
Shuffle becomes a free action,Embaralhar se torna uma ação livre
Duelist's Contract,Contrato do duelista
All units on both teams get +1 attack at 1 range,Todas as unidades em ambas equipes recebem +1 de ataque com alcance 1
Do-It-Yourself Bandage,Curativo faça-você-mesmo
Map heals are a free action,Curas de mapa é uma ação grátis
Emperor's Missive,Comunicado do Imperador
Tier 1 Units take 50% damage,Unidades Nível 1 recebem 50% de dano
Donari Charm,Amuleto Donari
2 additional Map Heal charges,2 cargas adicionais de Cura de mapa
Commoner's Goblet,Cálice do plebeu
Non-story squad leaders only,Somente líderes de esquadrão que não fazem parte da história
Can only be equipped on Squads not led by story characters,Pode ser equipado apenas em Esquadrões que não são liderados por personagens da história
Tailored Great Helm,Grande elmo sob medida
2 additional Armor per unit archetype in Squad,2 armaduras adicionais por arquétipo de unidade no esquadrão
Thorny Charm,Amuleto espinhoso
Every Unit in Squad will resist 1 status effect per combat,Cada unidade no esquadrão resistirá a 1 efeito de status por combate
Raid Captain,Capitão da investida
-2 Capacity cost for Light Melee classes,-2 de custo de Capacidade para classes corpo-a-corpo leve
"Magician class that attacks in a large area. Lowers effectiveness of heals, Mage and Dragon attacks.",Classe de feiticeiro que ataca em uma grande área. Reduz a eficácia de curas e ataques de Magos e Dragões.
Bow Specialist,Especialista em arcos
Increased damage to support/mages at range,Dano aumentado para apoio/magos no alcance
Armor Specialist,Especialista em armaduras
Reduces all incoming damage to the squad while on defense,Reduz todo o dano recebido pelo esquadrão enquanto na defensiva
Spear Specialist,Especialista em lanças
Enitre squad takes less damage and deals more damage to cavalry units,Todo o esquadrão recebe menos dano e causa mais dano a unidades de cavalaria
Anti-Magic Specialist,Especialista em antimagia
Healer Specialist,Especialista curandeiro
Squad recovers some HP at the beginning of player phase.,O esquadrão recupera parte do PV no início da fase do jogador.
Assassin Specialist,Especialista assassino
Squad gains increased Critical Hit chance while on offense,O esquadrão ganha uma chance aumentada de acerto crítico na ofensiva
Bombardment Specialist,Especialista em bombardeiros
Squad's long range attacks are much less random,Ataques a longa distância do esquadrão são menos aleatórios
Raid Specialist,Especialista em investidas
Entire squad gains a large boost to SKL while attacking from rough terrain,Todo o esquadrão ganha um aumento significativo de HAB ao atacar a partir de terreno irregular
Rush Specialist,Especialista em deslocamento
Entire squad gains a bonus to SKL based on how far they moved this turn,Todo o esquadrão ganha um bônus de HAB conforme a distância que se moveram neste turno
Charge Specialist,Especialista em carregamento
Entire squad gains a damage bonus if the squad is charging,Todo o esquadrão ganha um bônus de dano caso o esquadrão esteja carregando
Save Clear Data?,Salvar dados apagados?
Reduces Magic damage taken,Reduz dano mágico recebido
Heavy Polearm Risen minion.,Lacaio ressuscitado de arma de haste pesada.
Heavy Infantry Risen minion.,Lacaio ressuscitado de infantaria pesada.
Skirmisher style Risen minion.,Lacaio ressuscitado estilo escaramuçador.
Archery Risen minion.,Lacaio ressuscitado de arqueria.
Champion style Risen minion.,Lacaio ressuscitado estilo campeão.
"Abigayle's ultimate form. Flying unit. Can heal allies, and use a powerful breath attack.",Forma final de Abigayle. Unidade voadora. Pode curar aliados e usar um poderoso ataque de sopro.
Allows and increases acquisition of Unlife,Permite e aumenta a obtenção de inexistência
Jaromir - Ragavi: Donar's Mercy,Jaromir - Ragavi: Misericórdia de Donar
Jaromir - Ragavi: Death before regret,Jaromir - Ragavi: Morrer a se arrepender
Abigayle - Diana: Lost to time,Abigayle - Diana: Perder para o tempo
"25 years in the past, the War of Veridian Succession is at its climax. Captain Antares takes point in a critical moment.","25 anos atrás, a Guerra de Sucessão Veridiana chega ao seu clímax. O Capitão Antares assume em um momento crítico."
"Florina's claim has been announced, causing a backlash. Captain Antares will again be called upon to bring peace and order to Veridia.","A reinvindicação de Florina foi anunciada, causando uma reação negativa. O Capitão Antares mais uma vez será convocado para trazer paz e ordem a Veridia."
Explore Raskuja's mercenary origins as part of a squad of ship-raiders.,Explore as origens mercenárias de Raskuja como parte de um esquadrão de piratas.
The eastern extremes of Embor define the outer edge of the Empire of Veridia. Duke Jaromir finds himself in a position to be Veridia's Bulwark against a terrifying new foe.,Os extremos orientais de Embor definem o perímetro do Império de Veridia. O Duque Jaromir se vê em uma posição para ser a Fortaleza de Veridia contra um novo e aterrorizante inimigo.
Duke Jaromir returns home to find that his battle with the undead menace is far from over.,O Duque Jaromir retorna para casa e percebe que sua batalha contra a ameaça dos mortos-vivos está longe de acabar.
"Explore the origins of the powerful mage, Beatrix, as she infiltrates a secret facility operated by the Cult of Zanatus.","Explore as origens da poderosa maga Beatrix, enquanto ela se infiltra em uma instalação secreta operada pelo Culto de Zanatus."
One does not simply become a master assassin for no reason. A Sayunaari prison complex holds the secrets to one man's destiny.,Não é qualquer um que pode ser tornar um mestre assassino. Um complexo carcerário sayunaari guarda os segredos para o destino de um homem.
Azuros has warned of a dire situation in the deserts of Sayunaa. The Nephilim Army hears the call to find a powerful Imperial army waiting.,Azuros avisou sobre uma situação crítica nos desertos de Sayunaa. O Exército Nephilim ouve o chamado para encontrar um forte Exército Imperial à espera.
Damage bonus against Heavy Units.,Bônus de dano contra Unidades Pesadas.
Anti-Armor Specialist,Especialista antiarmadura
The New Game+ feature requires a clear save. Beat the boss once to create a clear save!,O recurso Novo jogo+ requer um salvamento livre. Derrote o chefe uma vez para criar um salvamento livre!
Enemies will avoid targeting this Squad if possible,"Os inimigos evitar�o atingir este Esquadr�o, se poss�vel"
