"Enables framebuffer blittling if the driver is capable of it.\NEWLINEImages may render slightly faster, but incompatible with certain graphics cards. (Default: Disabled)","Activa el blitting de framebuffer, si el driver es compatible.\NEWLINELas imágenes podrían mostrar más veloces, pero no es compatible con algunas tarjetas gráficas. (Predeterminado: desactivado)"
LEVEL UP!,¡NIVEL +!
Class Mastery Up!,¡Dominio de clase +!
Surrender!,¡Rendición!
Retreat!,¡Retirada!
PROMOTE!,¡ASCENSO!
GOLDEN!,¡DORADO!
Trait Learned!,¡Rasgo aprendido!
MaxHp up!,¡PS máx. +!
Faction,¡Rango de
Rank up!,facción +!
Loyalty up!,¡Lealtad +!
Got Proof,¡Ganas prueba
of Merit!,de valía!
NO,NO
SURRENDER,RENDICIÓN
Exchange,Intercambios
Unlocked!,desbloqueados
"All squads on all teams within 3 tiles,",Los pelotones de los equipos a 3 casillas
take 15% more damage,sufren 15 % más de daño
UPGRADES TO:,PUEDE CONVERTIRSE EN:
Starring...,Protagonizado por...
Original Soundtrack by:,Banda sonora original:
Voices by:,Voces:
Additional Art by:,Arte adicional:
Additional Contributions,Contribuciones adicionales
Special Thanks,Agradecimientos
I mean this from the bottom of my heart.,Digo esto desde lo más profundo del corazón:
Thank you for playing.,Gracias por jugar.
"If you are reading this, you have impacted our","Si estás leyendo esto, has tenido un gran impacto en"
lives in a very special way. I hope you'll,nuestras vidas de manera especial. Espero que
continue with our journey to bring our,continúes nuestro viaje para hacer
dreams to life.,sueños una realidad.
In loving memory,Con gran cariño
Moves 6 tiles base,Se mueve 6 casillas de base
"Archetypes: Heavy Infantry, Archery, Firearms","Arquetipos: infantería pesada, arqueros, artilleros"
Moves 5 tiles base,Se mueve 5 casillas de base
"Archetypes: Support, Magicians","Arquetipos: apoyo, magos"
Movement Bonus Indoors,Ventaja de movimiento en interior
Unimpeded by rough terrain,Sin trabas en terreno accidentado
Archetypes: Light Infantry,Arquetipos: Infantería ligera
Moves 7 tiles base,Se mueve 7 casillas de base
Movement Bonus in Open Terrain,Ventaja de movimiento en terreno abierto
Can Initiate Charge Attacks/Ambush,Puede iniciar cargas ofensivas/emboscadas
Archetypes: Light Cavalry,Arquetipos: caballería ligera
Can Initiate Charge Attacks,Puede iniciar cargas ofensivas
Archetypes: Heavy Cavalry,Arquetipos: caballería pesada
Unimpeded by all terrain,Sin trabas en cualquier terreno
Immune to Hazard Damage,Inmune a casillas de daño
Archetypes: Dragon Riders,Arquetipos: dragonarcas
OBJECTIVE CAPTURED!,¡OBJETIVO CAPTURADO!
Player Phase,Fase de jugador
Enemy Phase,Fase de enemigo
Ally Phase,Fase de aliado
Empire of Veridia,Imperio de Veridia
Donari Temple,Templarios de Donar
Followers of Zanatus,Seguidores de Zanatus
Diana's Rebellion,Rebelión de Diana
Nephilim Army,Ejército Nefilim
Duchy of Isanter,Ducado de Isanter
Lysander,Lysander
Antares Rebellion,Rebelión de Antares
Tidereaver Pirates,Piratas Cazamareas
Duchy of Rimorgue,Ducado de Rimorgue
Empire of Archaelus,Imperio de Archaelus
Kingdom of Sayunaa,Reino de Sayunaa
"Basic Light Infantry. Can Ambush, and gets a significant SKL bonus while fighting in Rough terrain.",Infantería ligera básica. Puede realizar emboscadas y recibe una ventaja de HAB en terreno accidentado.
Acolyte,Acólita
Challenge this arena?,¿Luchar en esta arena?
"bonus from Walls, Forts, and Bases","Ventaja desde murallas, fuertes y bases"
Dark Knight,Caballero oscuro
General,General
Azure King,Rey celeste
Lord,Lord
Archmage,Archimaga
Mirage,Espejismo
Lead Design,Responsable de diseño
Lead Engineer,Responsable de ingeniería
Lead Artists,Responsable de arte
Antares arrives at Armitage,Antares llega a Armitage
Antares is defeated in battle,Antares muere en combate
Survive for 20 turns,Sobrevive durante 20 turnos
OR Seize Ezrum,O asalta Ezrum
Antares is defeated in battle OR,Antares muere en combate O
Fort Eureeka is seized by the enemy OR,El enemigo asalta fuerte Eureeka O
Stormrook is seized by the enemy,El enemigo asalta Fuerte Tormenta
Raskuja reaches the Treasure Vault,Raskuja llega a la cámara del tesoro
Raskuja is defeated in battle,Raskuja muere en combate
Defeat all enemies,Derrota a todos los enemigos
Jaromir is defeated in battle,Jaromir muere en combate
Destroy all invading undead,Destruye a todos los zombis invasores
Jaromir is defeated in battle OR,Jaromir muere en combate O
Enemy seizes Embor Palace,El enemigo asalta el palacio de Embor
Beatrix reaches the Helios Master Archive,Beatrix llega al Archivo Maestro de Helios
Beatrix is defeated in battle,Beatrix muere en combate
Razehl escapes prison,Razehl escapa de la prisión
Razehl is defeated in battle,Razehl muere en combate
Rescue all 3 Dragon Eggs,Recupera los 3 huevos de dragón
\\N[8] is defeated in battle OR,\\N[8] muere en combate O
Enemy seizes Fort Sairaa,El enemigo asalta fuerte Sairaa
Increases lowest stat growth rate by %50,Aumenta un 50 % la tasa de crecimiento del atributo más bajo
Maverick,Inconformista
Wide Guard,Guardia amplia
Cover and Block extend an extra half tile in each direction,Cobertura y Bloqueo se amplían media casilla más en cada dirección
Pacifist,Pacifista
Unit both takes and deals -25% damage,La unidad inflige y sufre un 25% menos de daño
Barricade,Barricada
Other Units in same row have increased defense power,Otras unidades en la misma fila tienen un mayor poder de defensa
Rally,Subir la moral
Other Units in same row have increased attack power,Otras unidades en la misma fila tienen un mayor poder de ataque
Liberator,Libertador
Gain an extra turn after Seize Objective,Consigue un turno extra tras asaltar el objetivo
Benevolent,Benevolente
+%50 LDR growth from Surrenders,+50% al LDR obtenido con rendiciones
Switches to classic style portraits.,Cambia a retratos de estilo clásico
Uses a bitmap font for better readability on high res screens.,Usa una fuente de mapa de bits para aumentar la legibilidad en pantallas de alta resolución.
Arbalest,Arbaletero
Archery class that fires 3x slightly weaker bolts and resists enemy ranged attacks.,Clase de arquero que dispara 3 virotes algo más débiles y resiste los ataques a distancia del enemigo.
War Cat,Gato de guerra
Light Infantry Large Beast that attacks in a wide arc. Increased Critical chance during Night.,Bestia grande de infantería ligera cuyos ataques describen un amplio arco. Durante la noche su probabilidad de crítico aumenta.
Behemoth,Bégimo
Upgrade to War Cat that gains the ability to bypass blocking when attacking from high ground to lower ground.,Mejora de gato de guerra que es capaz de ignorar el bloqueo cuando ataca desde un terreno elevado a una terreno más bajo.
Necromancer,Nigromante
Magician that steals life to heal themselves and allies. Summons Risen. Greatly increases Unlife Essence accumulation.,"Mago que roba vida para curarse a sí mismo y a sus aliados. Invoca zombis, y aumenta notablemente la acumulación de esencia de necrovida."
Oracle,Oráculo
Support class that casts a shield on all allies at the start of battle.,Case de apoyo que invoca un escudo sobre todos los aliados al comienzo del combate.
Field Cannon,Cañonero de campo
Firearms. Can only attack on offense. Attacks from up to 3 tiles away. Cavalry movement type.,Artillero. Solo ataca durante la fase de ataque. Ataca desde tres casillas de distancias. Su tipo de movimiento es semejante al de la caballería.
Dark Mage,Mago oscuro
Magician class that attacks in a large area. Has a chance to supress healing to targeted enemies.,Clase de mago cuyos ataques cubren una amplia zona. Puede anular las curaciones de los enemigos a los que alcanza.
Queen of Dragons,Reina de dragones
"Fusion of Abigayle and Azuros. Flying unit. Can heal allies, and use a powerful breath attack.",Fusión de Abigail y Azuros. Unidad voladora. Puede curar a los aliados y usa un poderoso ataque de aliento.
Switches to classic style portraits.,Cambia a retratos de estilo clásico
Uses a bitmap font for better readability on high res screens.,Usa una fuente de mapa de bits para aumentar la legibilidad en pantallas de alta resolución.
Attacks ignore 20% of Armor,Los ataques ignoran el 20% de la armadura
Complete Main Story Chapter 4 to unlock!,¡Se desbloquea al completar el capítulo 4 de la historia principal!
Complete Main Story Chapter 11 and Legends Chapter 1A to unlock!,¡Se desbloquea al completar el capítulo 11 de la historia principal y el capítulo 1A de Leyendas!
Complete Main Story Chapter 8 to unlock!,¡Se desbloquea al completar el capítulo 8 de la historia principal!
Complete Main Story Chapter 9 to unlock!,¡Se desbloquea al completar el capítulo 9 de la historia principal!
Complete Main Story Chapter 18 and Legends Chapter 3A to unlock!,¡Se desbloquea al completar el capítulo 18 de la historia principal y el capítulo 3A de Leyendas!
Complete Main Story Chapter 11 to unlock!,¡Se desbloquea al completar el capítulo 11 de la historia principal!
Complete Main Story Chapter 6 to unlock!,¡Se desbloquea al completar el capítulo 6 de la historia principal!
Complete Main Story Chapter 23 and Gaiden 20-B to unlock!,¡Se desbloquea al completar el capítulo 23 de la historia principal y el capítulo Gaiden 20-B!
Strider,Caminante
Infiltrator,Merodeador
Scion of Donar,Vástago de Donar
Cleric,Clérigo
Savior,Salvador
Avatar of Donar,Avatar de Donar
Hero's Heavy Infantry class.,Clase de infantería pesada del héroe.
Hero's Light Stealth class.,Clase furtiva del héroe
Hero's Healer class.,Clase curativa del héroe
Turns Taken,Turnos usados
Kills,Víctimas
Surrenders,Rendiciones
Defeats,Derrotas
Warfarer's Boots,Botas del contendiente
Shuffle becomes a free action,Los intercambios no consumen acciones
Duelist's Contract,Contrato del duelista
All units on both teams get +1 attack at 1 range,Tocas las unidades de ambos equipos comienzan con +1 de ataque y 1 de alcance
Do-It-Yourself Bandage,Vendaje de autocuración
Map heals are a free action,Las curaciones en el mapa no consumen acciones
Emperor's Missive,Misiva del emperador
Tier 1 Units take 50% damage,Las unidades de grado 1 reciben un 50% de daño
Donari Charm,Colgante donari
2 additional Map Heal charges,Permite realizar 2 curaciones adicionales en el mapa
Commoner's Goblet,Copa de plebeyo
Non-story squad leaders only,Solo para líberes del pelotón que no participen en la historia
Can only be equipped on Squads not led by story characters,Solo se puede equipar a pelotones que no esté dirigidos por personajes de la historia.
Tailored Great Helm,Gran casco a medida
2 additional Armor per unit archetype in Squad,2 de armadura adicional por arquetipo de unidad en el pelotón
Thorny Charm,Colgante espinado
Every Unit in Squad will resist 1 status effect per combat,Cada unidad del pelotón resistirá 1 perjuicio por combate
Raid Captain,Capitán de asalto
-2 Capacity cost for Light Melee classes,Resta 2 al coste en capacidad de las clases de ataque cuerpo a cuerpo ligeras
"Magician class that attacks in a large area. Lowers effectiveness of heals, Mage and Dragon attacks.",Clase mago que lanza ataques en una amplia zona. Reduce la efectividad de las curaciones y de los ataques de magos y dragones.
Bow Specialist,Especialista en arcos
Increased damage to support/mages at range,Aumenta el daño de magos y unidades de apoyo que están a su alcance
Armor Specialist,Especialista en armaduras
Reduces all incoming damage to the squad while on defense,Reduce todo el daño que recibe el pelotón cuando se está defendiendo
Spear Specialist,Especialista en lanzas
Enitre squad takes less damage and deals more damage to cavalry units,"Las unidades de caballería infligen menos daño al pelotón, y este inflige más daño a dichas unidades"
Anti-Magic Specialist,Especialista antimagos
Healer Specialist,Especialista curandero
Squad recovers some HP at the beginning of player phase.,El pelotón recupera algo de PS al principio de la fase del jugador
Assassin Specialist,Especialista asesino
Squad gains increased Critical Hit chance while on offense,El pelotón obtiene una mayor probabilidad de crítico cuando pasa al ataque.
Bombardment Specialist,Especialista en bombardeos
Squad's long range attacks are much less random,Los ataques a larga distancia del pelotón no son tan erráticos
Raid Specialist,Especialista en asaltos
Entire squad gains a large boost to SKL while attacking from rough terrain,LA HAB de todo el pelotón aumenta notablemente cuando ataca desde un terreno accidentado
Rush Specialist,Especialista en carreras
Entire squad gains a bonus to SKL based on how far they moved this turn,El pelotón obtiene una bonificación a la HAB que depende de la distancia recorrida en este turno
Charge Specialist,Especialista en cargas
Entire squad gains a damage bonus if the squad is charging,El pelotón obtiene una bonificación al daño cuando está cargando.
Save Clear Data?,¿Guardar datos de finalizado?
Reduces Magic damage taken,Reduce el daño mágico recibido
Heavy Polearm Risen minion.,Esbirro zombi lancero pesado.
Heavy Infantry Risen minion.,Esbirro zombi de infantería pesada.
Skirmisher style Risen minion.,Esbirro zombi duelista.
Archery Risen minion.,Esbirro zombi arquero.
Champion style Risen minion.,Esbirro zombi campeón.
"Abigayle's ultimate form. Flying unit. Can heal allies, and use a powerful breath attack.",Forma final de Abigail. Unidad voladora. Puede curar a los aliados y usa un poderoso ataque de aliento.
Allows and increases acquisition of Unlife,Permite y aumenta la adquisición de necrovida
Jaromir - Ragavi: Donar's Mercy,Jaromir - Ragavi: piedad de Donar
Jaromir - Ragavi: Death before regret,Jaromir - Ragavi: morir antes que arrepentirse
Abigayle - Diana: Lost to time,Abigayle - Diana: perdido en el tiempo
"25 years in the past, the War of Veridian Succession is at its climax. Captain Antares takes point in a critical moment.","Hace 25 años, la Guerra de Sucesión de Veridia estaba en su apogeo. El capitán Antares avanza en un momento crítico."
"Florina's claim has been announced, causing a backlash. Captain Antares will again be called upon to bring peace and order to Veridia.",Se anunció la declaración de Florina y hubo un revuelo. El capitán Antarés deberá ocuparse otra vez de restaurar la paz y el orden en Veridia.
Explore Raskuja's mercenary origins as part of a squad of ship-raiders.,Explora los orígenes mercenarios de Raskuja como parte de un pelotón de asaltantes de navíos.
The eastern extremes of Embor define the outer edge of the Empire of Veridia. Duke Jaromir finds himself in a position to be Veridia's Bulwark against a terrifying new foe.,Los límites orientales de Embor definen el confín exterior del imperio de Veridia. El duque Jaromir es el bastión de Veridia contra un enemigo nuevo y aterrador.
Duke Jaromir returns home to find that his battle with the undead menace is far from over.,El duque Jaromir vuelve a casa para encontrarse con que la batalla contra la amenaza zombi aún no termina.
"Explore the origins of the powerful mage, Beatrix, as she infiltrates a secret facility operated by the Cult of Zanatus.",Explora los orígenes de la poderosa maga Beatrix mientras se infiltra en un establecimiento secreto controlado por el culto de Zanatus.
One does not simply become a master assassin for no reason. A Sayunaari prison complex holds the secrets to one man's destiny.,Nadie se convierte en maestro asesino porque sí. Una cárcel sayunaari contiene los secretos del destino de un hombre.
Azuros has warned of a dire situation in the deserts of Sayunaa. The Nephilim Army hears the call to find a powerful Imperial army waiting.,Azuros advirtió de una situación terrible en el desierto de Sayunaa. El ejército Nefilim responde al llamado y se encuentra con un poderoso ejército imperial.
Damage bonus against Heavy Units.,Más daño contra unidades pesadas
Anti-Armor Specialist,Especialista contra armaduras
The New Game+ feature requires a clear save. Beat the boss once to create a clear save!,La funci�n New Game+ solo estar� disponible despu�s de completar la primera partida (vencer el boss final) despu�s de haber obtenido el DLC.
Enemies will avoid targeting this Squad if possible,Los enemigos evitar�n apuntar a este escuadr�n si es posible.
