Enemy seizes Fort Sairaa,サイラー砦が敵に占領される
Increases lowest stat growth rate by %50,最低ステータス成長率が50％増加する
Maverick,異端児
Wide Guard,広範防御
Cover and Block extend an extra half tile in each direction,カバーとブロックが、各方向に半マス分拡張される
Pacifist,平和主義
Unit both takes and deals -25% damage,ユニットの被ダメージと与ダメージのいずれも -25％
Barricade,封鎖
Other Units in same row have increased defense power,同列の他のユニットの防御力が増加する
Rally,団結
Other Units in same row have increased attack power,同列の他のユニットの攻撃力が増加する
Liberator,解放者
Gain an extra turn after Seize Objective,目標を占領すると、追加ターンを獲得する
Benevolent,慈悲
+%50 LDR growth from Surrenders,降伏によるLDRの増加率 +50％
Switches to classic style portraits.,従来のキャラ画像に切り替えます。
Uses a bitmap font for better readability on high res screens.,高解像度画面で読みやすくするために、ビットマップフォントを使用します。
Arbalest,アルバレスト
Archery class that fires 3x slightly weaker bolts and resists enemy ranged attacks.,やや弱めの矢を3発発射し、敵の遠距離攻撃に耐性を持つ弓兵クラス。
War Cat,ウォーキャット
Light Infantry Large Beast that attacks in a wide arc. Increased Critical chance during Night.,広範囲を攻撃する軽装歩兵の獣人。夜に攻撃する時、クリティカル率が増加する。
Behemoth,ベヒーモス
Upgrade to War Cat that gains the ability to bypass blocking when attacking from high ground to lower ground.,ウォーキャットにアップグレードすると、高所から低所へ攻撃する際にブロックを無視する。
Necromancer,ネクロマンサー
Magician that steals life to heal themselves and allies. Summons Risen. Greatly increases Unlife Essence accumulation.,敵の生命力を奪い、自分と仲間を癒す魔法使い。アンデッドを召喚する。不死のエッセンスの蓄積量が大幅に増加する。
Oracle,オラクル
Support class that casts a shield on all allies at the start of battle.,戦闘開始時に味方全体にシールドを張るサポートクラス。
Field Cannon,フィールドキャノン
Firearms. Can only attack on offense. Attacks from up to 3 tiles away. Cavalry movement type.,火器ユニット。攻め手の時のみ、最大3マス離れた位置から攻撃可能。移動タイプは騎兵。
Dark Mage,ダークメイジ
Magician class that attacks in a large area. Has a chance to supress healing to targeted enemies.,広範囲を攻撃する魔法使いクラス。一定確率でターゲットのヒーリングを妨害する。
Queen of Dragons,ドラゴンクイーン
"Fusion of Abigayle and Azuros. Flying unit. Can heal allies, and use a powerful breath attack.",アビゲイルとアズロスの融合クラス。飛行ユニット。味方を回復したり、強力なブレス攻撃を使用できる。
Switches to classic style portraits.,従来のキャラ画像に切り替えます。
Uses a bitmap font for better readability on high res screens.,高解像度画面で読みやすくするために、ビットマップフォントを使用します。
Attacks ignore 20% of Armor,攻撃は装甲の20％を無視する
Complete Main Story Chapter 4 to unlock!,メインストーリーの第4章をクリアすると、アンロックされます！
Complete Main Story Chapter 11 and Legends Chapter 1A to unlock!,メインストーリーの第11章と伝説の第1A章をクリアすると、アンロックされます！
Complete Main Story Chapter 8 to unlock!,メインストーリーの第8章をクリアすると、アンロックされます！
Complete Main Story Chapter 9 to unlock!,メインストーリーの第9章をクリアすると、アンロックされます！
Complete Main Story Chapter 18 and Legends Chapter 3A to unlock!,メインストーリーの第18章と伝説の第3A章をクリアすると、アンロックされます！
Complete Main Story Chapter 11 to unlock!,メインストーリーの第11章をクリアすると、アンロックされます！
Complete Main Story Chapter 6 to unlock!,メインストーリーの第6章をクリアすると、アンロックされます！
Complete Main Story Chapter 23 and Gaiden 20-B to unlock!,メインストーリーの第23章と外伝20-B章をクリアすると、アンロックされます！
Strider,ストライダー
Infiltrator,インフィルトレーター
Scion of Donar,ドナーの末裔
Cleric,クレリック
Savior,セイビアー
Avatar of Donar,ドナーの化身
Hero's Heavy Infantry class.,ヒーローの重装歩兵クラス。
Hero's Light Stealth class.,ヒーローの軽装ステルスクラス。
Hero's Healer class.,ヒーローのヒーラークラス。
Turns Taken,ターン経過
Kills,撃破数
Surrenders,降伏数
Defeats,敗北数
Warfarer's Boots,旅人のブーツ
Shuffle becomes a free action,位置交換がフリーアクションになる
Duelist's Contract,決闘者の契約書
All units on both teams get +1 attack at 1 range,両軍の全ユニットの攻撃+1、射程+1
Do-It-Yourself Bandage,自力応急処置
Map heals are a free action,マップ回復がフリーアクションになる
Emperor's Missive,皇帝の書状
Tier 1 Units take 50% damage,ティア1ユニットは50％のダメージを受ける
Donari Charm,ドナーのお守り
2 additional Map Heal charges,マップ回復が2回分追加される
Commoner's Goblet,平民のゴブレット
Non-story squad leaders only,非重要人物のリーダーのみ装備可
Can only be equipped on Squads not led by story characters,ストーリー上の重要キャラが率いていない部隊のみ装備できる
Tailored Great Helm,特注の大兜
2 additional Armor per unit archetype in Squad,部隊のユニット原型タイプ1つごとに装甲+2
Thorny Charm,トゲトゲのお守り
Every Unit in Squad will resist 1 status effect per combat,部隊内の全ユニットは、戦闘ごとに1つのステータス効果から守られる
Raid Captain,襲撃隊長
-2 Capacity cost for Light Melee classes,軽装近接クラスのキャパシティコスト -2
"Magician class that attacks in a large area. Lowers effectiveness of heals, Mage and Dragon attacks.",広い範囲を攻撃する魔法使いクラス。ヒーリング、およびメイジ、ドラゴンの攻撃の威力を低下させる。
Bow Specialist,弓の達人
Increased damage to support/mages at range,遠距離攻撃でのサポート/魔法使いに対するダメージが増加する
Armor Specialist,守りの達人
Reduces all incoming damage to the squad while on defense,防御時に、部隊の全被ダメージを軽減する
Spear Specialist,槍の達人
Enitre squad takes less damage and deals more damage to cavalry units,部隊の全被ダメージが減り、騎兵ユニットに対する与ダメージが増加する
Anti-Magic Specialist,対魔の達人
Healer Specialist,治癒の達人
Squad recovers some HP at the beginning of player phase.,部隊はプレーヤーターンの開始時に、HPをいくらか回復する。
Assassin Specialist,暗殺の達人
Squad gains increased Critical Hit chance while on offense,攻撃時、部隊のクリティカルヒット率が上がる
Bombardment Specialist,狙撃の達人
Squad's long range attacks are much less random,部隊が遠距離攻撃する時、そのランダム性が大幅に低下する
Raid Specialist,襲撃の達人
Entire squad gains a large boost to SKL while attacking from rough terrain,荒れた地形からの攻撃時、部隊全体のSKLが大幅に上がる
Rush Specialist,突進の達人
Entire squad gains a bonus to SKL based on how far they moved this turn,部隊は、各ターンの移動距離に応じてSKLボーナスを獲得する
Charge Specialist,突撃の達人
Entire squad gains a damage bonus if the squad is charging,部隊が突撃する時、部隊の全員がダメージボーナスを獲得する
Save Clear Data?,セーブデータを消去しますか？
Reduces Magic damage taken,魔法による被ダメージを軽減する
Heavy Polearm Risen minion.,槍使いのアンデッドユニット。
Heavy Infantry Risen minion.,重装歩兵のアンデッドユニット。
Skirmisher style Risen minion.,スカーミッシャースタイルのアンデッドユニット。
Archery Risen minion.,弓兵のアンデッドユニット。
Champion style Risen minion.,チャンピオンスタイルのアンデッドユニット。
"Abigayle's ultimate form. Flying unit. Can heal allies, and use a powerful breath attack.",アビゲイルの究極形態。飛行ユニット。味方を回復したり、強力なブレス攻撃を使用できる。
Allows and increases acquisition of Unlife,アンデッドの獲得を可能にし、増加させる
Jaromir - Ragavi: Donar's Mercy,ジャロミール - ラガヴィ: ドナーの慈悲
Jaromir - Ragavi: Death before regret,ジャロミール - ラガヴィ: 後悔と死
Abigayle - Diana: Lost to time,アビゲイル - ダイアナ: 時の導き
"25 years in the past, the War of Veridian Succession is at its climax. Captain Antares takes point in a critical moment.",本編より25年前、ベリディア継承戦争は佳境を迎えていた。 その歴史的決戦の鍵を握るのが、アンタレス隊長だ。
"Florina's claim has been announced, causing a backlash. Captain Antares will again be called upon to bring peace and order to Veridia.",フロリーナの即位が発表されると、それに対する反発の動きもすぐさま広がった。 アンタレス隊長は、再度ベリディアを平定させる戦いに赴くことになる...
Explore Raskuja's mercenary origins as part of a squad of ship-raiders.,タイドリーバーの一員となり、ラスクージャの過去を共に経験しよう。
The eastern extremes of Embor define the outer edge of the Empire of Veridia. Duke Jaromir finds himself in a position to be Veridia's Bulwark against a terrifying new foe.,エンボー公国の東部は、ベリディア帝国の国境線にあたる。ジャロミール公爵はその日、自分の国が新たなる脅威への防波堤とならなければならぬことに気づくのだった。
Duke Jaromir returns home to find that his battle with the undead menace is far from over.,宮殿に帰ったジャロミール公爵に、アンデッドの魔の手が再び忍び寄る...
"Explore the origins of the powerful mage, Beatrix, as she infiltrates a secret facility operated by the Cult of Zanatus.",ザナトゥス教団の秘密の施設に潜入し、大魔導士ベアトリクスを巡る謎を解き明かそう。
One does not simply become a master assassin for no reason. A Sayunaari prison complex holds the secrets to one man's destiny.,サユナーの地下牢にて、世を恐怖に陥れた最強の暗殺者の、知られざる過去の物語を体験しよう...
Azuros has warned of a dire situation in the deserts of Sayunaa. The Nephilim Army hears the call to find a powerful Imperial army waiting.,アズロスはサユナーの砂漠の危険な状況について告げる。ネフィリム軍は、待ち受ける帝国の大軍と対峙することになるのだった...
Damage bonus against Heavy Units.,重装ユニットに対する与ダメージが増加する。
Anti-Armor Specialist,装甲破りの達人
The New Game+ feature requires a clear save. Beat the boss once to create a clear save!,New Game+ ???????????????????1???????????????????
Enemies will avoid targeting this Squad if possible,????????????????????????????
